co_cnes;nm_fant;bairro;distrito;gestao;atend_sus;tipo_und;nat_jur;co_ibge;lat;long
6920691;CONSULTORIO DE NUTRICAO ANDREA MARIA FERREIRA WANDERLEY;JATIUCA;1;M;0;22;Privado;270430;-9.63801;-35.7043
6920705;CONSULTORIO PSICANALITICO;JATIUCA;1;M;0;22;Privado;270430;-9.64791;-35.70639
6923240;CONSULTORIO MEDICO ODONTOLOGICO DUFON;PRADO;2;M;0;22;Privado;270430;-9.64791;-35.70639
6923275;FERNANDO ANTONIO BUARQUE FONTAN;JATIUCA;1;M;0;22;Privado;270430;-9.67012;-35.7401
6941095;CONSULTORIO ODONTOLOGICO VANNESSA RODRIGUES TELES;FAROL;3;M;0;22;Privado;270430;-9.65383;-35.73317
6941109;COT;BENEDITO BENTES;6;M;0;36;Privado;270430;-9.65383;-35.73317
6958001;ANA LUCIA PEREIRA;PITANGUINHA;3;M;0;22;Privado;270430;-9.56128;-35.72496
7077106;CARDIOCENTER;JATIUCA;1;M;0;22;Privado;270430;-9.666;-35.735
7084137;HOFTALMO HOSPITAL OFTALMOLOGICO DE ALAGOAS LTDA;PAJUCARA;1;M;1;07;Privado;270430;-9.67214;-35.71993
7102038;REATO NUCLEO DE REABILITACAO;JATIUCA;1;M;0;36;Privado;270430;-9.64793;-35.70596
7102054;CONSULTORIO DE PSICOLOGIA TEREZA ANITA;JATIUCA;1;M;0;22;Privado;270430;-9.63795;-35.73779
7102070;PERSONA ATENDIMENTO PSICOLOGICO;FAROL;3;M;0;22;Privado;270430;-9.64793;-35.70596
7102941;CONSULTORIO MEDICO GRACIELE BRANDAO;JATIUCA;1;M;0;22;Privado;270430;-9.64793;-35.70596
7104626;LABIOCENTER;FAROL;3;M;0;39;Privado;270430;-9.66267;-35.70803
7104634;CARDIO;CIDADE UNIVERSITARIA;7;M;0;36;Privado;270430;-9.666;-35.735
7115512;INSTITUTO DE ALERGIA E IMUNOLOGIA;JATIUCA;1;M;0;22;Privado;270430;-9.666;-35.735
7115520;ORTODENT;TABULEIRO DOS MARTINS;7;M;0;22;Privado;270430;-9.66625;-35.73509
7118392;CONSULTORIO MEDICO DE HOMEOPATIA E ACUPUNTURA;PONTA VERDE;1;M;0;22;Privado;270430;-9.58416;-35.7762
7119615;CREN CENTRO DE REFERENCIA E EDUCACAO NUTRICIONAL;TABULEIRO DOS MARTINS;7;M;1;36;Privado;270430;-9.666;-35.735
7126158;CONSULTORIO PSICOLOGICO FABIANA MARCIA M DA SILVA NASCIMENTO;POCO;1;M;0;22;Privado;270430;-9.66625;-35.73509
7132875;UNIFISIO;PINHEIRO;3;M;0;77;Privado;270430;-9.66625;-35.73509
7136420;CLIN MULHER;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.666;-35.735
7136447;TAO KLYN;FAROL;3;M;0;22;Privado;270430;-9.6366;-35.73625
7136455;ALFA ODONTOLOGIA;JATIUCA;1;M;0;22;Privado;270430;-9.5876;-35.76447
7144628;NEUROFISIO;FAROL;3;M;0;36;Privado;270430;-9.65404;-35.73565
7184387;AMPLA PHISICAL CENTER;JATIUCA;1;M;0;36;Privado;270430;-9.65701;-35.72245
7184409;PSICOLOGIA INTEGRADA;POCO;1;M;0;22;Privado;270430;-9.63993;-35.73507
7209312;ANIMUS;STELLA MARIS;1;M;0;22;Privado;270430;-9.666;-35.735
7209339;CLINICA DIGEST;JATIUCA;1;M;0;36;Privado;270430;-9.66116;-35.73411
7209363;ESPACO FISIOTERAPIA E ESTETICA;CIDADE UNIVERSITARIA;7;M;0;36;Privado;270430;-9.666;-35.735
7209495;MIXCLINICA;PONTA VERDE;1;M;0;22;Privado;270430;-9.62016;-35.75904
7212402;ASSISTA ASSOCIACAO DE PAIS E AMIGOS DO AUTISTA;BARRO DURO;5;M;1;36;Privado;270430;-9.64793;-35.70639
7214677;CONSULTORIO DE PSICOLOGIA MONICA ANJOS GUIMARAES;FAROL;3;M;0;22;Privado;270430;-9.64732;-35.73387
7214693;CONSULTORIO DE PSICOLOGIA KATIA LANUZIA;FAROL;3;M;0;22;Privado;270430;-9.666;-35.735
7218109;HCOR FISIOTERAPIA E PSICOLOGIA LTDA;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.666;-35.735
7224125;CLINICA DE FISIOTERAPIA ROBERTA MARCIA TORRES;PINHEIRO;3;M;0;36;Privado;270430;-9.65701;-35.72245
7227701;PSICOLOGIA APLICADA AO DESENVOLVIMENTO;POCO;1;M;0;22;Privado;270430;-9.60492;-35.71567
7229186;CONSULTORIO DE PSICOLOGIA MARTHA DE FREITAS;FAROL;3;M;0;22;Privado;270430;-9.64732;-35.73387
7229208;CONSULTORIO DE PSICOLOGIA MARIA HELENA NAVES;FAROL;3;M;0;22;Privado;270430;-9.62881;-35.74154
7244851;DERMS;JATIUCA;1;M;0;22;Privado;270430;-9.65687;-35.73751
7244878;LABORATORIO DE ANALISES CLINICAS SANTA TEREZINHA DAS ROSAS;JACINTINHO;5;M;0;39;Privado;270430;-9.6668;-35.72992
7274688;BEM VIVER;JATIUCA;1;M;0;22;Privado;270430;-9.666;-35.735
7274734;INDEF;CIDADE UNIVERSITARIA;7;M;0;22;Privado;270430;-9.65109;-35.71006
7278055;DIALOGOS CONSULTORIO DE PSICOLOGIA;JATIUCA;1;M;0;22;Privado;270430;-9.63707;-35.74111
7284624;SS ODONTO;JATIUCA;1;M;0;22;Privado;270430;-9.666;-35.735
7284659;ESPACO MULHER;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.54955;-35.78613
7284691;O CONSOLADOR;PONTA GROSSA;2;M;0;22;Privado;270430;-9.64795;-35.70596
7307152;FERRAZ OFTALMOLOGIA AVANCADA;JATIUCA;1;M;0;62;Privado;270430;-9.644;-35.70598
7307160;ANGIOCLIN;POCO;1;M;0;36;Privado;270430;-9.64795;-35.70596
7307179;CLINPELE;JATIUCA;1;M;0;22;Privado;270430;-9.64795;-35.70596
7307187;CONSULTORIO DE DERMATOLOGIA CLEIDE MARIA FERNANDES VIEIRA;JATIUCA;1;M;0;22;Privado;270430;-9.666;-35.735
7307195;COOPERMAGEM;PRADO;2;M;0;60;Privado;270430;-9.64508;-35.70838
7310919;SONOCLIN;JATIUCA;1;M;0;36;Privado;270430;-9.666;-35.735
7317166;ODONTOPREVEN;PONTA GROSSA;2;M;0;22;Privado;270430;-9.666;-35.735
7317174;IBA ODONTO;BENEDITO BENTES;6;M;0;22;Privado;270430;-9.666;-35.735
7320035;SAD MACEIO;POCO;1;M;1;02;Público;270430;-9.65964;-35.7522
7332505;CLINICAS INTEGRADAS VIVER A VIDA;JACINTINHO;5;M;0;36;Privado;270430;-9.64296;-35.74307
7332912;MEDICOR;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.666;-35.735
7340400;COOPSANO;FAROL;3;M;0;60;Privado;270430;-9.666;-35.735
7361157;CONSULTORIO MEDICO LUCIANA TAVARES BATALHA;JATIUCA;1;M;0;22;Privado;270430;-9.666;-35.735
7363850;CLINVACIN;FAROL;3;M;0;36;Privado;270430;-9.666;-35.735
7370016;MEDICOR;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.666;-35.735
7373082;ODONTOLOGIA ESPECIALIZADA;FAROL;3;M;0;22;Privado;270430;-9.666;-35.735
7373104;CLINI HOME;FAROL;3;M;0;22;Privado;270430;-9.62755;-35.73635
7373112;OCULARE;FAROL;3;M;0;36;Privado;270430;-9.62755;-35.73635
7384807;CONSULTORIO ODONTOLOGICO KARLA DANIELLE;JATIUCA;1;M;0;22;Privado;270430;-9.666;-35.735
7387075;CONSULTORIOS INTEGRADOS;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7401817;BEM VIVER FISIOTERAPIA;PINHEIRO;3;M;0;36;Privado;270430;-9.65966;-35.73452
7401825;VASUS;PINHEIRO;3;M;0;22;Privado;270430;-9.65966;-35.73452
7411502;CONSULTORIO DE PSICOLOGIA FLAVIA FEITOSA DAS NEVES;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7412126;LUFER CENTRO DE DIAGNOSTICO;POCO;1;M;0;39;Privado;270430;-9.65966;-35.73452
7416660;CONSULTORIO DE PSICOLOGIA LAURA ILUMINATA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7419260;CLINICA MEDICA SOUZA LIMA;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7429401;CONSULTORIO ODONTOLOGICO RAFAELA BRANDAO;JARAGUA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7467370;HOSPITAL E MATERNIDADE SANTA RITA DE CASSIA;POCO;1;M;1;05;Privado;270430;-9.65966;-35.73452
7470681;IDEAL INSTITUTO DERMATOLOGICO ESTETICA MEDICA;CENTRO;2;M;0;36;Privado;270430;-9.65966;-35.73452
7470746;CONSULTORIO DE PSICOLOGIA DANIELLE DE GOES PEREIRA SANTOS;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7471955;HOSPITAL MEDICO CIRURGICO;CENTRO;2;M;1;05;Privado;270430;-9.65966;-35.73452
7476132;MOURA SAUDE;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.65966;-35.73452
7481551;PSICOCLIN PSICOLOGIA E CLINICA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7492596;CONSULTORIO MEDICO THEMIS MACHADO;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7492634;CONSULTORIO ODONTOLOGICO DANIEL DE ALBUQUERQUE;CENTRO;2;M;0;22;Privado;270430;-9.65966;-35.73452
7496222;CONSULTORIO MEDICO RENATA BRANDAO;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7496230;DERMIN DERMATOLOGIA E MEDICINA INTEGRADA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7499337;AAMAPE;PONTA DA TERRA;1;M;0;36;Privado;270430;-9.65966;-35.73452
7499345;UNICA;FAROL;3;M;0;36;Privado;270430;-9.65966;-35.73452
7499361;CLINFIS MCZ;JATIUCA;1;M;0;36;Privado;270430;-9.65966;-35.73452
7512392;UNIDADE BASICA DE SAUDE PARAISO DO HORTO 4 DS;CHA DA JAQUEIRA;4;M;1;02;Público;270430;-9.65966;-35.73452
7518420;R S ODONTOLOGIA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7518447;VITTA FISIO;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7518455;DANIELA VILELA DE CARVALHO MEDEIROS;BEBEDOURO;4;M;0;22;Privado;270430;-9.65966;-35.73452
7518463;CONSULTORIO DE FISIOTERAPIA TALITA BASTOS;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7525249;APAE MACEIO AUDIOVISUAL;FAROL;3;M;1;36;Privado;270430;-9.65966;-35.73452
7527330;CONSULTORIO ANA ADELIA MELO ROCHA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7550324;CONSULTORIO DE PSICOLOGIA LUIZA MARIA SANTOS;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7561024;CLINVIDA;PINHEIRO;3;M;0;04;Privado;270430;-9.65966;-35.73452
7561059;PSIQUE VIDA;PINHEIRO;3;M;0;22;Privado;270430;-9.65966;-35.73452
7574169;CLINICA MEDICA E ODONTOLOGICA POPULAR TDENTE;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.65966;-35.73452
7585179;HUMANUS;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7591713;CONSULTORIO ODONTOLOGICO SANDRA MARIA VICENTE DA SILVA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7591721;ORAL FACE;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7592086;CONSULTORIO DE PSICOLOGIA CLINICA E SAUDE MENTAL;PINHEIRO;3;M;0;22;Privado;270430;-9.65966;-35.73452
7602758;CLINICA DE PSICOLOGIA Q V U;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7603002;RESTAURA VIDA;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.65966;-35.73452
7603037;REAVITA FISIOTERAPIA FUNCIONAL;LEVADA;2;M;0;22;Privado;270430;-9.65966;-35.73452
7613717;LOGOS SAUDE INTEGRADA LYRA EIRELI;PONTA VERDE;1;M;0;22;Privado;270430;-9.65966;-35.73452
7613822;CONSULTORIO DE PSICOLOGIA VALERIA LOPES;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7613849;M EMPREENDIMENTOS PRO SAUDE;PONTA VERDE;1;M;0;22;Privado;270430;-9.65966;-35.73452
7616007;OTOSONO;PONTA VERDE;1;M;0;36;Privado;270430;-9.65966;-35.73452
7619731;PROSAUDE;PONTA VERDE;1;M;0;22;Privado;270430;-9.65966;-35.73452
7622031;MARCIA BRANCO PSICOLOGA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7622082;CONSULTORIO DE PSICOLOGIA PATRICIA BANDEIRA;PONTA VERDE;1;M;0;22;Privado;270430;-9.65966;-35.73452
7622155;CONAPSI;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7622627;ANGIOS;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7623194;MAGALHAES E MENEGHELLI;PINHEIRO;3;M;0;22;Privado;270430;-9.65966;-35.73452
7627564;BEM ESTAR CLINICA DE SAUDE MULTIDISCIPLINAR;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.65966;-35.73452
7634692;ATIVE FISIOTERAPIA;BARRO DURO;5;M;0;36;Privado;270430;-9.65966;-35.73452
7634706;CONSULTORIO PEDIATRICO KARINA PINHEIRO;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7634714;CONSULTORIO DE FISIOTERAPIA BRENA KATARINE;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7645740;GASTROCENTER;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7645759;OTOSINUS;JATIUCA;1;M;0;36;Privado;270430;-9.65966;-35.73452
7645767;COLPOIMAGEM;PINHEIRO;3;M;0;22;Privado;270430;-9.65966;-35.73452
7645856;MOMENTO SER;POCO;1;M;0;22;Privado;270430;-9.65966;-35.73452
7646593;UNIDADE CRT DR ARMANDO MONTEIRO NETO;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.65966;-35.73452
7646615;CLINICA DE OLHOS CEO;CENTRO;2;M;0;22;Privado;270430;-9.65966;-35.73452
7651473;CLINICA SORRISO BONITO;PRADO;2;M;0;22;Privado;270430;-9.65966;-35.73452
7651996;INSTITUTO GALBA NOVAES DE CASTRO;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.65966;-35.73452
7654073;CONSULTORIO DE PSICOLOGIA OSAIR TAVARES SILVA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7654146;OTOCENTRO;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.65966;-35.73452
7654650;PSIQUIATRAS;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7666691;INSTITUTO DE GASTROENTEROLOGIA DE MACEIO;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7667809;BORGES E AMORIM NUTRICIONISTAS ASSOCIADOS;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.65966;-35.73452
7679513;CONSULTORIO ODONTOLOGICO MYLANE CHRYSTHINE;JACINTINHO;5;M;0;22;Privado;270430;-9.65966;-35.73452
7679629;CLINICA TERAPEUTICA O CAMINHO LTDA EPP;CLIMA BOM;7;M;0;22;Privado;270430;-9.65966;-35.73452
7679742;ARTHROS ORTOPEDIA ESPECIALIZADA;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7683510;H OLHOS ALAGOAS;POCO;1;M;0;07;Privado;270430;-9.65966;-35.73452
7693133;CONSULTORIO ANA LUIZA COSTA SILVA DE OMENA;JARAGUA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7693303;UNIDADE FRANCISCO ARAUJO SILVA UFAS;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.65966;-35.73452
7699689;CIT CENTRO INTEGRADO DE TRATAMENTO;PINHEIRO;3;M;0;22;Privado;270430;-9.65966;-35.73452
7700407;CLINICA INTEGRADA REVIVER;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7708440;ODONTO MASTER;CENTRO;2;M;0;22;Privado;270430;-9.65966;-35.73452
7708459;FERNANDA NUTRI;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.65966;-35.73452
7708963;SANTA CASA DE MACEIO UNIDADE FAROL;FAROL;3;M;0;62;Privado;270430;-9.65966;-35.73452
7716451;CONSULTORIO DE PSICOLOGIA DANIELE BAGGIO;JATIUCA;1;M;0;22;Privado;270430;-9.65966;-35.73452
7725841;CONSULTORIO DE PSICOLOGIA ANNE KAROLYNE;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7725906;CONSULTORIO ODONTOLOGICO ALEXANDRE DE MACEDO;POCO;1;M;0;22;Privado;270430;-9.65966;-35.73452
7726007;CONSULTORIO ODONTOLOGICO KYVIA NEYVAN;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7726112;CONSULTORIO ODONTOLOGICO ARNALDO GAIA;FAROL;3;M;0;22;Privado;270430;-9.65966;-35.73452
7728654;CONSULTORIO ODONTOLOGICO ALINE FIGUEIREDO LIMA;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.65966;-35.73452
2003333;NOVA IMAGEM;CENTRO;2;M;1;39;Privado;270430;-9.66332;-35.74056
5350719;CONSULTORIO MEDICO JACY QUINTELLA MELO;POCO;1;M;0;22;Privado;270430;-9.66441;-35.7415
5414490;CONSULTORIO MEDICO ROMULO FALCAO NERI;PONTA VERDE;1;M;0;22;Privado;270430;-9.66153;-35.70135
5491614;CONSULTORIO ODONTOLOGICO WAGNER SOTERO FRAGOSO;PONTA VERDE;1;M;0;22;Privado;270430;-9.65853;-35.70892
2006170;CAPS NORACI PEDROSACENTO DE ATENCAO PSICOSSOCIAL;JACINTINHO;5;M;1;70;Público;270430;-9.666;-35.735
2006197;HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES;TABULEIRO DOS MARTINS;7;M;1;05;Público;270430;-9.66625;-35.73509
2006219;MEDRADIUS;GRUTA DE LOURDES;3;M;1;39;Privado;270430;-9.62182;-35.73792
2006227;GASTROCLIN;PONTA VERDE;1;M;0;39;Privado;270430;-9.60127;-35.72078
2006286;CLINICA INFANTIL SANTA MARIA SOCIEDADE CIVIL LTDA;FAROL;3;M;1;07;Privado;270430;-9.6462;-35.71976
2006588;IPIC INSTITUTO DE PATOLOGIA IMUNOISTOQUIMICA E CITOP;CENTRO;2;M;1;39;Privado;270430;-9.66689;-35.74124
2006618;CLINICA POPULAR;FAROL;3;M;0;39;Privado;270430;-9.65143;-35.72181
2006626;UNIMAGEM;POCO;1;M;1;39;Privado;270430;-9.66888;-35.72972
2006669;LABORATORIO SAMUEL PESSOA;PRADO;2;M;1;39;Privado;270430;-9.66625;-35.73509
2006693;PRONTANALISES;CENTRO;2;M;0;39;Privado;270430;-9.66707;-35.74193
2006707;LABORATORIO DE MACEIO;TABULEIRO DOS MARTINS;7;M;0;39;Privado;270430;-9.63624;-35.70221
2006723;INSTITUTO DE DOENCAS REUMATICA;JATIUCA;1;M;1;39;Privado;270430;-9.66165;-35.70437
2006731;CLINICA CARLOS FRANCO;TABULEIRO DOS MARTINS;7;M;0;36;Privado;270430;-9.58482;-35.77747
2006758;HIDROCLINICA;PONTA VERDE;1;M;1;39;Privado;270430;-9.65665;-35.70595
2006766;CREAL;CENTRO;2;M;0;36;Privado;270430;-9.66509;-35.73239
2006782;JANETE PORTELA DE HOLANDA CAVALCANTI;TRAPICHE DA BARRA;2;M;1;36;Privado;270430;-9.67455;-35.75772
2006804;CARDIO GASTRO SC LTDA;FAROL;3;M;0;39;Privado;270430;-9.65295;-35.73261
3268624;CLEIDE LINS DE LESSA CARVALHO SANTOS;CENTRO;2;M;0;22;Privado;270430;-9.53892;-35.74993
3271056;REABILIT FISIOTERAPIA;BARRO DURO;5;M;1;36;Privado;270430;-9.63528;-35.71019
3316378;FISIOTERAP;PONTA VERDE;1;M;1;36;Privado;270430;-9.65309;-35.73123
3327655;CEPAMA;FAROL;3;M;1;39;Privado;270430;-9.5497;-35.72567
3340368;PROFISIO CLINICA DE FISIOTERAPIA;MANGABEIRAS;1;M;1;36;Privado;270430;-9.64277;-35.70767
3354520;LABORATORIO DRA ALESSANDRA OLIVEIRA;POCO;1;M;0;39;Privado;270430;-9.66225;-35.70681
3354539;MILTON MACHADO;FAROL;3;M;0;36;Privado;270430;-9.66179;-35.73431
3354547;CRISTIANE CUNHA SODERINI FERRACCIU;FAROL;3;M;0;22;Privado;270430;-9.6642;-35.71113
3358518;FISIOCENTER LTDA;PONTA VERDE;1;M;0;36;Privado;270430;-9.66077;-35.70643
3358585;UNITRAUMA;JATIUCA;1;M;1;36;Privado;270430;-9.65327;-35.71316
3358593;LABORATORIO NABUCO LOPES;PAJUCARA;1;M;0;39;Privado;270430;-9.67348;-35.71882
3370836;TANIA MARIA LAMENHA SAMPAIO TENORIO;POCO;1;M;0;22;Privado;270430;-9.66068;-35.714
3637565;CONSULTORIO MEDICO DR DILSON HONORIO ALVES DA SILVA;FAROL;3;M;0;22;Privado;270430;-9.65106;-35.73474
3733122;PROMULHER;FAROL;3;M;0;36;Privado;270430;-9.66128;-35.7341
3733157;LUFER;POCO;1;M;0;36;Privado;270430;-9.65694;-35.72356
3733165;LABCLIN;SERRARIA;5;M;1;39;Privado;270430;-9.66625;-35.73509
3735214;CONSULTORIO MEDICO DRA MARILIA TENORIO ACIOLY;FAROL;3;M;0;22;Privado;270430;-9.6615;-35.7337
3735281;PROCARDIO PROCEDIMENTOS CARDIOLOGICOS LTDA;PONTA VERDE;1;M;0;36;Privado;270430;-9.66351;-35.70064
3735362;FONOCLIN LTDA;FAROL;3;M;0;04;Privado;270430;-9.64248;-35.73866
3735427;MED CLINGE;FEITOSA;5;M;1;36;Privado;270430;-9.63616;-35.7256
3735540;CONSULTORIO ODONTOLOGICO DRA ANA MARLUSIA ALVES BOMFIM;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62353;-35.73786
3740951;LABORATORIO MARCO PEIXOTO;FAROL;3;M;1;39;Privado;270430;-9.60573;-35.72149
3743268;GASTROMED;MANGABEIRAS;1;M;0;36;Privado;270430;-9.63799;-35.70431
3743292;PELE DERMATOLOGIA E COSMETOLOGIA;MANGABEIRAS;1;M;0;04;Privado;270430;-9.63799;-35.70431
3765210;INSTITUTO DE REABILITACAO DE MACEIO;CENTRO;2;M;1;36;Privado;270430;-9.66707;-35.73697
3773140;DILAB;JATIUCA;1;M;0;39;Privado;270430;-9.65782;-35.7341
3778576;CONSULTORIO MEDICO DRA EULINA MARIA VIEIRA DE ABREU;FAROL;3;M;0;22;Privado;270430;-9.65297;-35.7328
3783898;CONSULTORIO MEDICO DRA ANNE CHRISTINE V CORDEIRO;PONTA VERDE;1;M;0;22;Privado;270430;-9.65576;-35.7013
3786641;SOUZA JUNIOR;FAROL;3;M;0;39;Privado;270430;-9.61901;-35.73926
3788334;COOPANEST AL;MANGABEIRAS;1;M;0;60;Privado;270430;-9.65396;-35.72119
3812278;CONSULTORIO MEDICO DR SEBASTIAO CORREIA DE ARAUJO FILHO;FAROL;3;M;0;22;Privado;270430;-9.66155;-35.7338
3886034;CEMIM;CENTRO;2;M;1;36;Privado;270430;-9.66614;-35.73516
3905764;ORTOCLINICA;JATIUCA;1;M;0;07;Privado;270430;-9.666;-35.735
3913562;UNILAB;MANGABEIRAS;1;M;0;39;Privado;270430;-9.62303;-35.73796
3927059;CONSULTORIO DE FONOAUDIOLOGIA;JATIUCA;1;M;0;22;Privado;270430;-9.65398;-35.70871
3950573;CONSULTORIO MEDICO;FAROL;3;M;0;22;Privado;270430;-9.61993;-35.72977
3950611;CONSULTORIO MEDICO DJALMA GOMES RIBEIRO SOBRINHO;FAROL;3;M;0;22;Privado;270430;-9.64613;-35.7089
3950689;CONSULTORIO DE ODONTOLOGIA;FAROL;3;M;0;22;Privado;270430;-9.66116;-35.73413
3980847;FISIO MED;GRUTA DE LOURDES;3;M;0;36;Privado;270430;-9.64947;-35.759
3991768;CONSULTORIO MEDICO MARIA DO CARMO TORRES BRAGA;FAROL;3;M;0;22;Privado;270430;-9.64902;-35.74103
5011582;CONSULTORIO ODONTOLOGICO;PONTA DA TERRA;1;M;0;22;Privado;270430;-9.66549;-35.71431
5011620;CONSULTORIO ODONTOLOGICO CARLOS ALBERTO DE SIQUEIRA PRAZERES;PONTA VERDE;1;M;0;22;Privado;270430;-9.66196;-35.70375
5011655;CONSULTORIO ODONTOLOGICO;PONTA VERDE;1;M;0;22;Privado;270430;-9.66196;-35.70375
5011663;CONSULTORIO ODONTOLOGICO;PONTA VERDE;1;M;0;22;Privado;270430;-9.66549;-35.71431
5011671;CONSULTORIO MEDICO;FAROL;3;M;0;22;Privado;270430;-9.64153;-35.73507
5029902;COFIMA;FAROL;3;M;0;36;Privado;270430;-9.64153;-35.73507
5031311;CONSULTORIO ODONTOLOGICO DRA MIRNA DIAS V CARDOSO;JATIUCA;1;M;0;22;Privado;270430;-9.65398;-35.70871
5072735;REABILITAR;FAROL;3;M;0;36;Privado;270430;-9.6539;-35.73199
5072816;CONSULTORIO MEDICO DRA NAIRA MARIA A W DE AMORIM;CENTRO;2;M;0;22;Privado;270430;-9.66838;-35.73626
5080533;CONSULTORIO ODONTOLOGICO DR FERNANDO JOSE CAMELLO DE LIMA;POCO;1;M;0;22;Privado;270430;-9.66625;-35.73509
5080576;CONSULTORIO ODONTOLOGICO DRA GLAUCIA DA COSTA R DE OLIVEIRA;POCO;1;M;0;22;Privado;270430;-9.66625;-35.73509
5080649;CONSULTORIO ODONTOLOGICO DRA NELIDA ALEIXO CASSELLA;POCO;1;M;0;22;Privado;270430;-9.66625;-35.73509
5080703;CONSULTORIO ODONTOLOGICO DRA LUIZA HELENA PRAZERES BORGES;PONTA VERDE;1;M;0;22;Privado;270430;-9.65853;-35.70892
5083699;CONSULTORIO MEDICO DRA RAQUEL PATRIOTA COTA BASTOS;MANGABEIRAS;1;M;0;22;Privado;270430;-9.65576;-35.7013
5084318;CONSULTORIO MEDICO ROSE MARY RIBEIRO CONDE;MANGABEIRAS;1;M;0;22;Privado;270430;-9.6665;-35.73111
5084342;CONSULTORIO MEDICO DR FABRICIO AVELINO DE CASTRO LOPES;GRUTA DE LOURDES;3;M;0;22;Privado;270430;-9.62107;-35.73681
5084393;CONSULTORIO ODONTOLOGICO DRA LUCILENE DE MOURA;JATIUCA;1;M;0;22;Privado;270430;-9.65077;-35.70148
5084423;CLINICA DE ASSESSORIA E ASSISTENCIA PSICOLOGICA;FAROL;3;M;0;22;Privado;270430;-9.62812;-35.74111
5084431;CENTRO DE MEDICINA FISICA E REABILITACAO;JATIUCA;1;M;0;22;Privado;270430;-9.65111;-35.71082
5089158;CONSULTORIO DE PSICOLOGIA;FAROL;3;M;0;22;Privado;270430;-9.63262;-35.74214
5089166;CONSULTORIO ODONTOLOGICO URIEL DE ARAUJO BARROS;POCO;1;M;0;22;Privado;270430;-9.66523;-35.72466
5089174;SAUDE CONSULTORIA;FAROL;3;M;0;22;Privado;270430;-9.64239;-35.73846
5146895;RICARDO AUGUSTO DE ALMEIDA CORREIA;FAROL;3;M;0;22;Privado;270430;-9.65309;-35.73123
5156203;CONSULTORIO MEDICO MARIA ADELINA GALINDO PIMENTEL;FAROL;3;M;0;22;Privado;270430;-9.62974;-35.74006
